ID,Facility Name,Province,Facility Type,District,sub District
3163,Tweefontein A,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3164,Tweefontein C,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3165,Tweefontein D,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3166,Tweefontein H,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3167,Tweefontein M,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3168,Verena,Mpumalanga,Community Health Centre,Nkangala DM,Thembisile LM
3169,Vlaklaagte 1,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3170,Vlaklaagte 2,Mpumalanga,Community Health Centre,Nkangala DM,Thembisile LM
3171,Vriesgewagte,Mpumalanga,Clinic,Nkangala DM,Thembisile LM
3172,Borolelo,North West,Clinic,Bojanala Platinum DM,Kgetleng Rivier LM
3173,Koster Clinic,North West,Clinic,Bojanala Platinum DM,Kgetleng Rivier LM
3174,Koster Gateway,North West,Clinic,Bojanala Platinum DM,Kgetleng Rivier LM
3175,Koster Hosp,North West,District Hospital,Bojanala Platinum DM,Kgetleng Rivier LM
3176,Reagile,North West,Clinic,Bojanala Platinum DM,Kgetleng Rivier LM
3177,Swartruggens CHC,North West,Community Health Centre,Bojanala Platinum DM,Kgetleng Rivier LM
3178,Swartruggens Clinic,North West,Clinic,Bojanala Platinum DM,Kgetleng Rivier LM
3179,Swartruggens Hosp,North West,District Hospital,Bojanala Platinum DM,Kgetleng Rivier LM
3180,Bapong CHC,North West,Community Health Centre,Bojanala Platinum DM,Madibeng LM
3181,Bertoni Mercy,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3182,Brits Gateway,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3183,Brits Hosp,North West,District Hospital,Bojanala Platinum DM,Madibeng LM
3184,Broederstroom,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3185,Damonsville,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3186,Dube,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3187,Fafung,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3188,Goodshepherd NGO,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3189,Hartebeespoort,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3190,Hebron,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3191,Hoekfontein,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3192,Ikhutseng,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3193,Jericho Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3194,Kgabalatsane,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3195,Legae Private Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3196,Letlhabile CHC,North West,Community Health Centre,Bojanala Platinum DM,Madibeng LM
3197,Maboloka,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3198,Madibeng Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3199,Madidi,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3200,Majakaneng,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3201,Masakhane,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3202,Moiletsoane (Buffel),North West,Clinic,Bojanala Platinum DM,Madibeng LM
3203,Mothutlong CHC,North West,Community Health Centre,Bojanala Platinum DM,Madibeng LM
3204,Oukasie Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3205,Rabokala,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3206,Refentse Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3207,Rekopantswe,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3208,Segwaelane,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3209,Sonop Clinic,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3210,Tumelong,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3211,Wonderkop,North West,Clinic,Bojanala Platinum DM,Madibeng LM
3212,Bosplaas,North West,Clinic,Bojanala Platinum DM,Moretele LM
3213,Cyferkuil/Kutloanong,North West,Community Health Centre,Bojanala Platinum DM,Moretele LM
3214,Dertig,North West,Clinic,Bojanala Platinum DM,Moretele LM
3215,Dikebu,North West,Clinic,Bojanala Platinum DM,Moretele LM
3216,Ga-Motla,North West,Clinic,Bojanala Platinum DM,Moretele LM
3217,Kgomo-Kgomo,North West,Clinic,Bojanala Platinum DM,Moretele LM
3218,Kromkuil,North West,Clinic,Bojanala Platinum DM,Moretele LM
3219,Lebotloane,North West,Clinic,Bojanala Platinum DM,Moretele LM
3220,Lefatlheng,North West,Clinic,Bojanala Platinum DM,Moretele LM
3221,Makapanstad,North West,Community Health Centre,Bojanala Platinum DM,Moretele LM
3222,Mathibestad,North West,Clinic,Bojanala Platinum DM,Moretele LM
3223,Maubane,North West,Clinic,Bojanala Platinum DM,Moretele LM
3224,Mogogelo,North West,Clinic,Bojanala Platinum DM,Moretele LM
3225,Moretele CHC,North West,Community Health Centre,Bojanala Platinum DM,Moretele LM
3226,Ngobi,North West,Clinic,Bojanala Platinum DM,Moretele LM
3227,Ratjiepan,North West,Clinic,Bojanala Platinum DM,Moretele LM
3228,Rugtesloot,North West,Clinic,Bojanala Platinum DM,Moretele LM
3229,Soutpansleegte,North West,Clinic,Bojanala Platinum DM,Moretele LM
3230,Swartdam,North West,Clinic,Bojanala Platinum DM,Moretele LM
3231,Thulwe,North West,Clinic,Bojanala Platinum DM,Moretele LM
3232,Tladistad,North West,Clinic,Bojanala Platinum DM,Moretele LM
3233,Bakubung,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3234,Baleema,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3235,Bapong Clinic,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3236,Boikanyo,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3237,Brakkuil,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3238,David Katnagel,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3239,Derdepoort Clinic,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3240,Dwarsberg,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3241,Elandskuil,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3242,G Stegmann Hosp,North West,District Hospital,Bojanala Platinum DM,Moses Kotane LM
3243,Ipopeng,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3244,Khayakulu,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3245,Koedoesrand,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3246,Koffiekraal,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3247,Kraalhoek,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3248,Legkraal,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3249,Lesetlheng,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3250,Letlhakeng,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3251,Linchwe,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3252,Mabeskraal CHC,North West,Community Health Centre,Bojanala Platinum DM,Moses Kotane LM
3253,Madikwe,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3254,Mmankaipaya,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3255,Modderkuil,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3256,Mogwase CHC,North West,Community Health Centre,Bojanala Platinum DM,Moses Kotane LM
3257,Molatedi,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3258,Molorwe,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3259,Mononono,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3260,Montsana,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3261,Moreteletsi Hosp,North West,District Hospital,Bojanala Platinum DM,Moses Kotane LM
3262,Moruleng Clinic,North West,Community Health Centre,Bojanala Platinum DM,Moses Kotane LM
3263,Moruleng Gateway,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3264,Motlhabe Clinic,North West,Community Health Centre,Bojanala Platinum DM,Moses Kotane LM
3265,Neo,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3266,Ngweding,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3267,Obakeng,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3268,Pella CHC,North West,Community Health Centre,Bojanala Platinum DM,Moses Kotane LM
3269,Phalane,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3270,Pitsedisulejang,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3271,Ramokokastad,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3272,Rampampaspoort,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3273,Rietfontein Clinic,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3274,Sandfontein,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3275,Seolong,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3276,Sesobe,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3277,Siga,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3278,Silverkrans,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3279,Tshireletso,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3280,Tweelaagte,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3281,Uitkyk,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3282,Vlakplaas,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3283,Vrede 2,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3284,Welgeval,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3285,Welverdiendt,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3286,Witrantjies,North West,Clinic,Bojanala Platinum DM,Moses Kotane LM
3287,A Legoale,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3288,Bafokeng CHC,North West,Community Health Centre,Bojanala Platinum DM,Rustenburg LM
3289,Bethanie,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3290,Boitekong CHC,North West,Community Health Centre,Bojanala Platinum DM,Rustenburg LM
3291,Boitekong Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3292,Boshoek,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3293,Chaneng,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3294,Classic House,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3295,Eastern Plats Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3296,Freedom Park clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3297,Hartebeesfontein,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3298,JS Tabane Hosp,North West,Provincial Tertiary Hospital,Bojanala Platinum DM,Rustenburg LM
3299,Kana,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3300,Karee Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3301,Karlien Park,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3302,Luka,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3303,Mamerotse,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3304,Marikana Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3305,Mathopestad,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3306,Mfidikwe,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3307,Monakato,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3308,Phatsima,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3309,Platinum Health Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3310,Rankelenyane,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3311,Rasimore Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3312,Robega,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3313,Rustenburg Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3314,Rustenburg Gateway,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3315,Samanco Clinic,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3316,Sunrisepark,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3317,Thekwane,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3318,Tlapa,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3319,Tlaseng,North West,Clinic,Bojanala Platinum DM,Rustenburg LM
3320,Tlhabane,North West,Community Health Centre,Bojanala Platinum DM,Rustenburg LM
3321,Bophelo,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3322,Kgakala,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3323,Leeudoringstad CHC,North West,Community Health Centre,Kenneth Kaunda DM,Maquassi Hills LM
3324,Makwassie,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3325,Nic Bodenstein Hosp,North West,District Hospital,Kenneth Kaunda DM,Maquassi Hills LM
3326,S Mogaetsho,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3327,Tswelelang 1 Clinic,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3328,Tswelelang 2 CHC,North West,Community Health Centre,Kenneth Kaunda DM,Maquassi Hills LM
3329,Wolmaransstad Clinic,North West,Clinic,Kenneth Kaunda DM,Maquassi Hills LM
3330,Alabama,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3331,Botshabelo,North West,Community Health Centre,Kenneth Kaunda DM,Matlosana LM
3332,Delekile Khoza,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3333,Empilisweni,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3334,G Mokgomo,North West,Community Health Centre,Kenneth Kaunda DM,Matlosana LM
3335,Houer,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3336,Jouberton,North West,Community Health Centre,Kenneth Kaunda DM,Matlosana LM
3337,Kanana,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3338,Khuma,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3339,Klerksdorp/Tshe Hosp,North West,Provincial Tertiary Hospital,Kenneth Kaunda DM,Matlosana LM
3340,Majara Sephapo,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3341,Marcus Zinzele,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3342,N Pretorious Gateway,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3343,Orkney Clinic,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3344,Orkney Shaft 4,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3345,Park Street,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3346,Stilfontein,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3347,Tigane CHC,North West,Community Health Centre,Kenneth Kaunda DM,Matlosana LM
3348,Tsholofelo,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3349,Umuzimuhle Mine,North West,Clinic,Kenneth Kaunda DM,Matlosana LM
3350,Anglogold Mine Clin,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3351,Blyvoor Mine Clinic,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3352,Blyvooruitsig,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3353,Carletonville Clinic,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3354,Carletonville hospital,North West,District Hospital,Kenneth Kaunda DM,Merafong LM
3355,Fochville Clinic,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3356,Greenspark,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3357,Khutsong CHC,North West,Community Health Centre,Kenneth Kaunda DM,Merafong LM
3358,Khutsong E,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3359,Khutsong Ext 3,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3360,Khutsong South,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3361,Khutsong West,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3362,Kokosi,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3363,Thusanang,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3364,Wedela,North West,Clinic,Kenneth Kaunda DM,Merafong LM
3365,Boiki Thlapi CHC,North West,Community Health Centre,Kenneth Kaunda DM,Tlokwe LM
3366,Boskop Clinic,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3367,Lesego,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3368,Mohadin,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3369,Potchefstroom Clinic,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3370,Potchefstroom Gatew,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3371,Potchefstroom Hosp,North West,Provincial Tertiary Hospital,Kenneth Kaunda DM,Tlokwe LM
3372,Promosa,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3373,S Tshwete,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3374,Top City,North West,Clinic,Kenneth Kaunda DM,Tlokwe LM
3375,Appeldraai,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3376,Boikhutsong,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3377,Goedgevonden,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3378,JB Marks,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3379,Klippan,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3380,Rysmierbult,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3381,Sterkstroom,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3382,Ventersdorp Gateway,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3383,Ventersdorp Hosp,North West,District Hospital,Kenneth Kaunda DM,Ventersdorp LM
3384,Welgevonden,North West,Clinic,Kenneth Kaunda DM,Ventersdorp LM
3385,AfriSam,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3386,Bakerville,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3387,Blydeville,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3388,Bodibe 1,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3389,Bodibe 2,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3390,Boikhutso,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3391,Boitshoko,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3392,Coligny CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Ditsobotla LM
3393,Coligny Clinic,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3394,Ga Motlatla,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3395,Genl de la Rey Hosp,North West,District Hospital,Ngaka Modiri Molema DM,Ditsobotla LM
3396,Henwill,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3397,Itekeng,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3398,Itsoseng,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3399,Itsoseng CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Ditsobotla LM
3400,Lichenburg Fast-Lane,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3401,Lichtenburg Clinic,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3402,Makoeispan,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3403,Matile,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3404,Mmalogaga,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3405,Poly,North West,Community Health Centre,Ngaka Modiri Molema DM,Ditsobotla LM
3406,Thusano,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3407,Thusong Gateway,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3408,Thusong Hosp,North West,District Hospital,Ngaka Modiri Molema DM,Ditsobotla LM
3409,Tlhabologang,North West,Clinic,Ngaka Modiri Molema DM,Ditsobotla LM
3410,Dithakong (Mafi),North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3411,Gelukspan Gateway,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3412,Gelukspan Hosp,North West,District Hospital,Ngaka Modiri Molema DM,Mafikeng LM
3413,Lekoko CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Mafikeng LM
3414,Lokaleng,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3415,Lonely Park,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3416,Mafikeng City,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3417,Mafikeng Gateway,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3418,Mafikeng Hosp,North West,Provincial Tertiary Hospital,Ngaka Modiri Molema DM,Mafikeng LM
3419,Magogwe,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3420,Makouspan,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3421,Masutlhe 1,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3422,Masutlhe 2,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3423,Matlhonyane,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3424,Matshepe,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3425,Maureen Roberts,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3426,Miga,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3427,Mocoseng,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3428,Modimola Clinic,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3429,Mogosane,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3430,Montshioa CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Mafikeng LM
3431,Montshioa Clinic,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3432,Motlhabeng,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3433,Ramatlabama CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Mafikeng LM
3434,Rapulana,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3435,Setlopo,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3436,Slurry,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3437,Tlapeng (Mafi),North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3438,Tsetse,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3439,Tshunyane,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3440,Unit 2 Multi-centre,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3441,Unit 9 CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Mafikeng LM
3442,Weltevrede,North West,Clinic,Ngaka Modiri Molema DM,Mafikeng LM
3443,Borakalalo,North West,Community Health Centre,Ngaka Modiri Molema DM,R Moiloa LM
3444,Braklaagte,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3445,Dinokana CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,R Moiloa LM
3446,Dinokana Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3447,Driefontein,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3448,Gopane,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3449,Groot Marico Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3450,Khunotswana,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3451,Lehurutshe Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3452,Lehurutshe Hosp,North West,District Hospital,Ngaka Modiri Molema DM,R Moiloa LM
3453,Lehurutshe Wellness,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3454,Lekgophung,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3455,Lobatla,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3456,Mmasebudule,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3457,Mokgola Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3458,Moshana CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,R Moiloa LM
3459,Motswedi,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3460,Pachsdraai,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3461,R Moiloa Truck-In Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3462,Rietpan,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3463,SAVF Zeerust,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3464,Supingstad,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3465,Tawiesa,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3466,Tswelelopele CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,R Moiloa LM
3467,Zeerust Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3468,Zeerust Hosp,North West,District Hospital,Ngaka Modiri Molema DM,R Moiloa LM
3469,Zeerust Munic Clinic,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3470,Zeerust Wellness Centre,North West,Clinic,Ngaka Modiri Molema DM,R Moiloa LM
3471,Disaneng,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3472,Kraaipan,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3473,Logageng,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3474,Loporung,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3475,Mabule,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3476,Madibogo Clinic,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3477,Madibogopan,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3478,Makgobistadt CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Ratlou LM
3479,Mareetsane,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3480,Masamane,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3481,Matloding,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3482,Ratlou CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Ratlou LM
3483,Setlagole,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3484,Tshidilamolomo,North West,Clinic,Ngaka Modiri Molema DM,Ratlou LM
3485,Agisanang,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3486,Atamelang CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Tswaing LM
3487,Delareyville CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Tswaing LM
3488,Delareyville Clinic,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3489,Ganalaagte,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3490,Kopela,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3491,Kunana,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3492,Letsopa,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3493,Mofufutso,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
3494,Ottosdal CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Tswaing LM
3495,Sannieshof CHC,North West,Community Health Centre,Ngaka Modiri Molema DM,Tswaing LM
3496,Vriesgewacht,North West,Clinic,Ngaka Modiri Molema DM,Tswaing LM
